Order_ID,Customer_Age,Category,Revenue,Quantity,Purchase_Month
ORD102843,39,Books,61.85,4,Apr
ORD102844,44,Home & Kitchen,468.59,3,Nov
ORD102845,30,Home & Kitchen,498.2,1,Feb
ORD102846,21,Electronics,252.94,4,Nov
ORD102847,60,Clothing,35.75,2,Mar
ORD102848,65,Clothing,101.61,4,Aug
ORD102849,51,Home & Kitchen,191.29,1,Dec
ORD102850,47,Sports,290.25,5,May
ORD102851,58,Home & Kitchen,12.86,2,Sep
ORD102852,26,Sports,78.63,3,Jan
ORD102853,26,Sports,445.38,4,May
ORD102854,37,Home & Kitchen,327.28,4,Aug
ORD102855,27,Books,313.27,2,Nov
ORD102856,46,Sports,408.47,2,May
ORD102857,58,Books,34.16,1,Dec
ORD102858,24,Electronics,42.6,5,Feb
ORD102859,26,Sports,495.37,5,Mar
ORD102860,18,Electronics,31.61,3,Dec
ORD102861,27,Sports,19.58,2,Oct
ORD102862,37,Sports,423.45,1,Aug
ORD102863,46,Books,26.66,5,Mar
ORD102864,58,Electronics,285.48,3,Oct
ORD102865,62,Sports,90.23,5,Sep
ORD102866,41,Electronics,65.08,4,Jun
ORD102867,59,Books,156.9,4,Apr
ORD102868,36,Books,124.96,4,Aug
ORD102869,49,Sports,151.07,4,Jun
ORD102870,41,Sports,370.05,5,Jan
ORD102871,28,Sports,169.04,3,Dec
ORD102872,29,Home & Kitchen,446.57,4,Nov
ORD102873,28,Electronics,270.84,5,Jan
ORD102874,64,Home & Kitchen,380.61,5,Oct
ORD102875,44,Clothing,362.23,3,May
ORD102876,20,Clothing,316.25,4,Sep
ORD102877,49,Sports,342.45,5,Sep
ORD102878,51,Clothing,191.08,1,Jun
ORD102879,52,Electronics,325.68,5,Jun
ORD102880,25,Clothing,379.67,2,Dec
ORD102881,52,Clothing,370.16,4,May
ORD102882,31,Clothing,419.08,1,Dec
ORD102883,31,Books,380.44,2,Apr
ORD102884,33,Home & Kitchen,99.75,4,Oct
ORD102885,49,Home & Kitchen,398.78,4,Jan
ORD102886,40,Home & Kitchen,459.6,3,Sep
ORD102887,38,Books,263.06,4,May
ORD102888,32,Electronics,74.73,5,Mar
ORD102889,56,Home & Kitchen,458.57,3,Nov
ORD102890,46,Home & Kitchen,106.85,5,Oct
ORD102891,27,Home & Kitchen,466.24,5,Nov
ORD102892,50,Clothing,66.14,2,Jun
ORD102893,40,Electronics,329.73,2,Sep
ORD102894,31,Sports,439.86,3,Jun
ORD102895,52,Home & Kitchen,401.04,4,Aug
ORD102896,25,Sports,432.37,5,Dec
ORD102897,32,Electronics,497.43,1,Feb
ORD102898,55,Home & Kitchen,338.15,3,Nov
ORD102899,51,Electronics,162.18,5,Sep
ORD102900,26,Home & Kitchen,310.87,3,Jul
ORD102901,57,Clothing,414.66,1,Aug
ORD102902,50,Electronics,351.04,1,Dec
ORD102903,55,Sports,432.21,2,Apr
ORD102904,64,Sports,294.38,1,Feb
ORD102905,19,Sports,257.28,1,Feb
ORD102906,19,Sports,32.59,4,Oct
ORD102907,37,Clothing,36.1,2,Jun
ORD102908,61,Clothing,284.18,5,Sep
ORD102909,41,Sports,319.94,5,Feb
ORD102910,40,Books,198.19,5,Apr
ORD102911,32,Books,293.6,2,May
ORD102912,33,Electronics,274.08,5,Aug
ORD102913,40,Electronics,467.23,3,Oct
ORD102914,43,Home & Kitchen,452.81,1,Jul
ORD102915,38,Electronics,27.7,1,Jan
ORD102916,18,Clothing,370.34,2,Sep
ORD102917,38,Books,192.96,5,Feb
ORD102918,43,Home & Kitchen,410.51,5,May
ORD102919,32,Clothing,97.53,3,Mar
ORD102920,62,Sports,193.33,1,Jul
ORD102921,51,Electronics,11.02,5,Aug
ORD102922,39,Clothing,17.36,5,Apr
ORD102923,51,Electronics,481.78,5,Oct
ORD102924,59,Electronics,310.32,3,Nov
ORD102925,18,Books,255.86,4,Apr
ORD102926,30,Electronics,57.62,4,Mar
ORD102927,27,Books,497.26,4,Dec
ORD102928,29,Clothing,229.23,5,Oct
ORD102929,41,Sports,381.01,4,Oct
ORD102930,64,Sports,251.91,1,Jun
ORD102931,54,Books,157.25,5,Nov
ORD102932,65,Electronics,76.54,3,Dec
ORD102933,63,Electronics,461.54,1,Mar
ORD102934,53,Sports,302.91,5,Dec
ORD102935,57,Clothing,62.42,4,Feb
ORD102936,19,Clothing,184.73,1,Aug
ORD102937,52,Books,318.33,4,May
ORD102938,49,Electronics,466.23,4,Aug
ORD102939,46,Home & Kitchen,241.39,5,May
ORD102940,48,Home & Kitchen,311.31,3,Jun
ORD102941,46,Home & Kitchen,348.06,4,Sep
ORD102942,49,Sports,80.6,4,Dec
ORD102943,32,Home & Kitchen,366.47,4,Dec
ORD102944,21,Sports,496.54,5,May
ORD102945,30,Home & Kitchen,82.67,4,Jul
ORD102946,43,Home & Kitchen,105.17,2,Sep
ORD102947,36,Electronics,228.55,3,Nov
ORD102948,25,Home & Kitchen,284.24,2,Jul
ORD102949,30,Electronics,272.66,3,Dec
ORD102950,29,Sports,499.22,3,Jul
ORD102951,24,Sports,385.7,3,Jun
ORD102952,37,Books,479.96,1,Aug
ORD102953,53,Books,295.16,1,Oct
ORD102954,21,Electronics,314.74,2,Mar
ORD102955,39,Books,486.24,1,Feb
ORD102956,58,Books,360.31,2,Mar
ORD102957,33,Clothing,259.04,1,Feb
ORD102958,19,Sports,491.38,5,Dec
ORD102959,33,Books,24.92,4,May
ORD102960,19,Sports,474.91,4,Mar
ORD102961,40,Books,433.51,1,Aug
ORD102962,60,Sports,304.04,4,Feb
ORD102963,19,Home & Kitchen,226.76,2,Nov
ORD102964,22,Home & Kitchen,295.87,1,Jul
ORD102965,21,Books,457.81,4,Oct
ORD102966,64,Books,495.97,3,Feb
ORD102967,49,Books,256.93,1,Mar
ORD102968,23,Sports,35.54,5,Sep
ORD102969,46,Sports,496.23,2,Feb
ORD102970,59,Sports,320.06,1,Jun
ORD102971,49,Sports,148.45,3,Mar
ORD102972,60,Electronics,243.96,3,Aug
ORD102973,34,Books,340.55,2,Dec
ORD102974,60,Home & Kitchen,21.65,1,Dec
ORD102975,40,Sports,358.16,3,Oct
ORD102976,54,Clothing,46.08,5,Jan
ORD102977,20,Clothing,285.53,4,Aug
ORD102978,19,Electronics,239.66,3,Jul
ORD102979,48,Clothing,41.96,1,Jul
ORD102980,52,Books,387.03,4,Dec
ORD102981,48,Home & Kitchen,18.8,3,Sep
ORD102982,38,Home & Kitchen,26.44,4,May
ORD102983,52,Home & Kitchen,460.85,5,Oct
ORD102984,61,Electronics,472.97,1,May
ORD102985,59,Home & Kitchen,478.73,5,Jun
ORD102986,63,Clothing,410.31,4,Dec
ORD102987,25,Electronics,166.58,3,Oct
ORD102988,27,Clothing,404.28,3,Sep
ORD102989,26,Electronics,336.12,3,Jun
ORD102990,26,Books,284.07,3,Nov
ORD102991,25,Electronics,148.69,1,Nov
ORD102992,33,Books,490.69,1,Oct
ORD102993,30,Electronics,419.15,4,May
ORD102994,38,Sports,130.23,1,Jun
ORD102995,36,Electronics,369.27,4,Jan
ORD102996,61,Clothing,121.71,2,Mar
ORD102997,57,Books,193.06,4,Jul
ORD102998,30,Books,31.12,2,Feb
ORD102999,29,Home & Kitchen,142.59,5,Aug
ORD103000,37,Clothing,239.39,2,Oct
ORD103001,33,Sports,40.48,1,Jan
ORD103002,35,Electronics,131.2,5,Jun
ORD103003,34,Electronics,336.46,4,Feb
ORD103004,60,Sports,91.57,5,Dec
ORD103005,48,Home & Kitchen,266.97,4,Oct
ORD103006,59,Books,456.27,1,Dec
ORD103007,65,Electronics,198.98,2,May
ORD103008,61,Clothing,374.91,3,Aug
ORD103009,23,Electronics,337.8,1,Aug
ORD103010,37,Home & Kitchen,425.95,5,Jul
ORD103011,59,Home & Kitchen,34.63,2,Sep
ORD103012,43,Clothing,208.49,5,Jan
ORD103013,45,Books,436.27,1,Jul
ORD103014,39,Home & Kitchen,399.03,4,Apr
ORD103015,56,Home & Kitchen,352.99,1,Mar
ORD103016,53,Home & Kitchen,229.12,5,Apr
ORD103017,19,Home & Kitchen,429.02,1,Sep
ORD103018,22,Books,376.96,3,Jun
ORD103019,63,Home & Kitchen,425.26,4,Jan
ORD103020,46,Sports,61.36,5,Nov
ORD103021,18,Home & Kitchen,473.48,1,Jul
ORD103022,29,Clothing,449.44,5,Oct
ORD103023,28,Clothing,240.25,3,Feb
ORD103024,48,Electronics,126.44,2,Oct
ORD103025,57,Sports,238.24,4,Feb
ORD103026,35,Clothing,254.55,5,Nov
ORD103027,37,Electronics,159.82,1,Aug
ORD103028,55,Sports,246.32,1,Aug
ORD103029,50,Clothing,184.67,1,Mar
ORD103030,51,Home & Kitchen,393.58,4,Dec
ORD103031,31,Books,175.23,4,Sep
ORD103032,19,Electronics,185.44,2,Oct
ORD103033,46,Home & Kitchen,260.57,3,Mar
ORD103034,60,Home & Kitchen,197.65,5,Aug
ORD103035,65,Home & Kitchen,242.36,3,Sep
ORD103036,64,Books,463.36,4,Oct
ORD103037,53,Sports,461.7,5,Nov
ORD103038,29,Books,28.59,4,May
ORD103039,41,Electronics,389.38,4,Oct
ORD103040,31,Books,461.78,1,Jun
ORD103041,65,Books,427.48,3,Aug
ORD103042,36,Sports,180.81,4,Jun
ORD103043,46,Sports,250.53,2,Apr
ORD103044,28,Electronics,332.85,3,Sep
ORD103045,31,Sports,102.71,5,Jul
ORD103046,60,Clothing,43.82,5,Apr
ORD103047,40,Clothing,141.09,1,Dec
ORD103048,23,Clothing,491.6,2,Apr
ORD103049,39,Sports,66.18,2,Feb
ORD103050,34,Sports,210.17,5,Nov
ORD103051,63,Books,285.66,1,Mar
ORD103052,24,Clothing,332.02,5,May
ORD103053,45,Electronics,27.32,3,Aug
ORD103054,56,Electronics,150.5,3,Nov
ORD103055,46,Books,118.44,5,Jun
ORD103056,30,Books,79.34,5,Sep
ORD103057,40,Clothing,477.43,4,Mar
ORD103058,18,Clothing,65.37,2,Aug
ORD103059,27,Sports,75.99,2,Nov
ORD103060,29,Books,470.45,5,Jun
ORD103061,55,Home & Kitchen,320.36,4,May
ORD103062,54,Sports,438.92,5,May
ORD103063,18,Home & Kitchen,426.79,2,Jun
ORD103064,40,Books,122.07,4,Mar
ORD103065,27,Clothing,343.67,4,May
ORD103066,50,Electronics,318.86,3,Sep
ORD103067,55,Sports,231.47,4,Aug
ORD103068,18,Electronics,39.99,3,Nov
ORD103069,26,Home & Kitchen,93.2,4,Nov
ORD103070,33,Home & Kitchen,108.74,4,Oct
ORD103071,20,Home & Kitchen,236.92,3,Mar
ORD103072,31,Sports,429.86,1,Mar
ORD103073,23,Books,412.98,1,Aug
ORD103074,20,Books,294.79,3,Nov
ORD103075,56,Home & Kitchen,479.46,3,Mar
ORD103076,34,Electronics,251.27,2,Sep
ORD103077,48,Clothing,381.09,3,Mar
ORD103078,51,Home & Kitchen,472.98,1,Dec
ORD103079,34,Sports,306.33,4,Feb
ORD103080,48,Books,266.03,1,Jun
ORD103081,42,Clothing,371.63,4,Apr
ORD103082,18,Clothing,302.67,3,Aug
ORD103083,59,Books,332.79,4,Aug
ORD103084,53,Electronics,393.74,1,Apr
ORD103085,37,Books,241.34,4,Jul
ORD103086,44,Home & Kitchen,54.61,2,Dec
ORD103087,36,Sports,156.72,4,Dec
ORD103088,53,Clothing,498.31,4,May
ORD103089,33,Sports,229.96,2,Nov
ORD103090,51,Home & Kitchen,215.76,5,Mar
ORD103091,65,Electronics,178.03,5,Jul
ORD103092,59,Home & Kitchen,90.35,1,May
ORD103093,61,Electronics,288.53,2,Aug
ORD103094,46,Sports,37.75,1,Aug
ORD103095,51,Home & Kitchen,482.15,5,Oct
ORD103096,57,Sports,306.34,4,Oct
ORD103097,32,Books,174.47,3,Mar
ORD103098,37,Electronics,105.46,3,Apr
ORD103099,64,Clothing,310.0,3,May
ORD103100,65,Clothing,41.75,1,Dec
ORD103101,45,Sports,184.26,4,Jul
ORD103102,37,Sports,114.24,5,Jul
ORD103103,61,Sports,25.15,3,Nov
ORD103104,36,Sports,189.06,2,Apr
ORD103105,42,Books,232.04,3,Jan
ORD103106,52,Books,373.66,1,Feb
ORD103107,24,Electronics,20.5,4,Oct
ORD103108,58,Sports,299.96,2,Jul
ORD103109,57,Electronics,163.05,2,Mar
ORD103110,63,Books,254.89,3,Nov
ORD103111,56,Clothing,383.48,2,May
ORD103112,30,Sports,287.27,4,Jul
ORD103113,19,Clothing,426.06,3,Mar
ORD103114,34,Books,325.87,5,Jul
ORD103115,18,Home & Kitchen,391.76,4,Apr
ORD103116,56,Sports,155.51,5,Jun
ORD103117,28,Sports,124.12,4,Feb
ORD103118,42,Books,94.87,5,Nov
ORD103119,63,Sports,383.3,1,Nov
ORD103120,38,Electronics,471.87,1,Nov
ORD103121,34,Clothing,187.76,4,Mar
ORD103122,22,Books,30.06,2,Feb
ORD103123,44,Books,21.08,4,Aug
ORD103124,18,Home & Kitchen,120.22,5,Mar
ORD103125,42,Home & Kitchen,394.19,3,Jun
ORD103126,51,Sports,258.1,4,Oct
ORD103127,49,Clothing,24.41,1,Jul
ORD103128,48,Clothing,228.92,1,Feb
ORD103129,60,Sports,52.35,5,May
ORD103130,45,Books,335.84,4,Sep
ORD103131,43,Books,248.25,2,Jul
ORD103132,57,Sports,16.58,3,Aug
ORD103133,58,Home & Kitchen,151.8,5,Jun
ORD103134,20,Clothing,226.97,4,Jul
ORD103135,29,Home & Kitchen,436.76,1,Feb
ORD103136,32,Sports,462.36,1,Apr
ORD103137,24,Home & Kitchen,301.42,1,Feb
ORD103138,41,Home & Kitchen,192.17,2,Dec
ORD103139,55,Books,157.17,1,Dec
ORD103140,39,Sports,419.63,4,Feb
ORD103141,27,Clothing,85.82,4,May
ORD103142,52,Home & Kitchen,68.53,1,Feb
ORD103143,54,Clothing,174.4,2,Nov
ORD103144,22,Clothing,421.53,4,Apr
ORD103145,53,Electronics,91.47,5,Apr
ORD103146,22,Home & Kitchen,240.21,5,May
ORD103147,59,Clothing,51.92,2,Jul
ORD103148,65,Electronics,215.04,5,Mar
ORD103149,43,Home & Kitchen,400.08,3,May
ORD103150,65,Books,293.85,5,Aug
ORD103151,60,Electronics,93.48,1,Jul
ORD103152,25,Clothing,223.81,3,Jun
ORD103153,38,Clothing,378.08,5,Aug
ORD103154,21,Books,474.3,5,Sep
ORD103155,61,Home & Kitchen,361.14,2,Feb
ORD103156,39,Books,165.49,2,Sep
ORD103157,28,Clothing,151.91,5,Nov
ORD103158,22,Sports,457.22,3,Oct
ORD103159,54,Home & Kitchen,267.04,4,Mar
ORD103160,34,Electronics,192.6,5,Jul
ORD103161,51,Sports,330.49,2,May
ORD103162,27,Home & Kitchen,418.28,4,Sep
ORD103163,49,Sports,430.53,2,Jun
ORD103164,59,Electronics,495.63,3,Aug
ORD103165,28,Electronics,113.28,1,Mar
ORD103166,44,Electronics,274.4,5,Oct
ORD103167,18,Home & Kitchen,443.59,1,Aug
ORD103168,18,Sports,488.38,4,Jan
ORD103169,24,Clothing,46.07,4,Dec
ORD103170,34,Clothing,414.14,4,Aug
ORD103171,28,Home & Kitchen,373.16,2,Apr
ORD103172,25,Home & Kitchen,164.24,3,Sep
ORD103173,20,Books,120.95,5,Jun
ORD103174,58,Home & Kitchen,188.88,1,Apr
ORD103175,47,Sports,251.29,2,Aug
ORD103176,19,Clothing,208.67,2,Sep
ORD103177,62,Books,412.64,5,Sep
ORD103178,44,Home & Kitchen,25.2,2,Apr
ORD103179,56,Home & Kitchen,480.21,3,Jan
ORD103180,37,Electronics,483.32,5,May
ORD103181,55,Clothing,316.33,4,Jan
ORD103182,25,Clothing,110.64,1,Oct
ORD103183,64,Clothing,336.38,3,Jan
ORD103184,50,Electronics,379.08,3,Apr
ORD103185,45,Electronics,401.23,3,Oct
ORD103186,65,Books,102.23,2,Apr
ORD103187,61,Clothing,25.46,4,Sep
ORD103188,52,Electronics,463.82,5,Dec
ORD103189,44,Home & Kitchen,19.24,5,Jan
ORD103190,61,Books,289.17,4,Sep
ORD103191,29,Clothing,466.49,1,Dec
ORD103192,50,Clothing,319.68,3,Dec
ORD103193,28,Sports,322.78,4,Oct
ORD103194,26,Electronics,24.8,4,Nov
ORD103195,37,Books,41.92,3,Oct
ORD103196,60,Electronics,201.96,3,Jun
ORD103197,43,Electronics,411.72,2,Nov
ORD103198,18,Sports,370.82,3,Mar
ORD103199,38,Home & Kitchen,10.47,3,Sep
ORD103200,57,Clothing,48.16,2,Nov
ORD103201,20,Electronics,413.96,3,Apr
ORD103202,45,Clothing,145.66,2,Aug
ORD103203,60,Clothing,300.61,3,Feb
ORD103204,60,Sports,460.69,3,Aug
ORD103205,42,Electronics,226.39,5,Dec
ORD103206,25,Sports,493.87,1,Jul
ORD103207,46,Clothing,290.76,5,May
ORD103208,38,Books,333.65,4,Jan
ORD103209,37,Clothing,492.9,3,Nov
ORD103210,38,Electronics,12.83,5,Nov
ORD103211,55,Clothing,89.2,5,Jan
ORD103212,40,Home & Kitchen,332.18,3,Jan
ORD103213,54,Sports,269.5,5,Jun
ORD103214,42,Clothing,379.46,3,Aug
ORD103215,29,Clothing,152.72,3,Sep
ORD103216,39,Books,266.99,1,Feb
ORD103217,54,Clothing,114.13,1,Oct
ORD103218,22,Home & Kitchen,465.4,4,Apr
ORD103219,64,Sports,203.9,5,Sep
ORD103220,22,Sports,346.14,4,Jun
ORD103221,34,Clothing,378.68,1,Nov
ORD103222,60,Clothing,353.32,4,Aug
ORD103223,22,Electronics,52.51,1,Mar
ORD103224,53,Books,155.33,2,Nov
ORD103225,57,Sports,482.13,2,Feb
ORD103226,53,Sports,26.18,2,Aug
ORD103227,55,Home & Kitchen,322.68,2,Jul
ORD103228,47,Clothing,357.2,5,Feb
ORD103229,21,Clothing,195.44,4,May
ORD103230,20,Home & Kitchen,33.95,3,Mar
ORD103231,54,Clothing,98.89,2,Dec
ORD103232,32,Sports,336.45,3,Jan
ORD103233,51,Sports,494.22,3,Jun
ORD103234,33,Clothing,96.32,3,Mar
ORD103235,55,Home & Kitchen,349.32,4,Feb
ORD103236,18,Electronics,99.98,3,Dec
ORD103237,61,Sports,180.01,2,Dec
ORD103238,39,Electronics,442.23,4,Oct
ORD103239,39,Electronics,254.64,2,Nov
ORD103240,26,Clothing,298.33,2,Aug
ORD103241,25,Home & Kitchen,402.89,5,Oct
ORD103242,45,Clothing,272.44,1,Oct
ORD103243,48,Sports,428.01,2,Dec
ORD103244,59,Books,295.96,1,Oct
ORD103245,24,Home & Kitchen,494.27,3,Sep
ORD103246,47,Sports,415.74,1,Oct
ORD103247,58,Electronics,226.4,3,Dec
ORD103248,28,Sports,440.02,2,May
ORD103249,43,Clothing,448.27,2,May
ORD103250,43,Clothing,138.68,2,Mar
ORD103251,31,Home & Kitchen,497.85,5,Nov
ORD103252,60,Books,416.46,1,Jan
ORD103253,28,Electronics,478.71,2,Oct
ORD103254,59,Home & Kitchen,434.51,1,Jun
ORD103255,49,Books,42.75,1,Jul
ORD103256,58,Home & Kitchen,287.9,1,Dec
ORD103257,43,Clothing,113.74,4,Aug
ORD103258,60,Clothing,413.96,4,Apr
ORD103259,55,Home & Kitchen,132.94,2,Feb
ORD103260,41,Clothing,82.87,4,Aug
ORD103261,25,Electronics,18.41,3,Sep
ORD103262,26,Books,282.31,1,Jun
ORD103263,28,Clothing,50.97,1,Mar
ORD103264,27,Clothing,72.79,3,Jun
ORD103265,29,Books,461.93,2,Apr
ORD103266,50,Books,495.59,2,Aug
ORD103267,20,Books,241.12,4,Jun
ORD103268,43,Clothing,419.15,4,Feb
ORD103269,36,Sports,424.53,2,Aug
ORD103270,59,Books,189.66,3,Mar
ORD103271,23,Home & Kitchen,410.55,4,Feb
ORD103272,40,Home & Kitchen,403.92,2,Dec
ORD103273,26,Books,339.05,1,May
ORD103274,22,Clothing,434.51,5,Jul
ORD103275,55,Sports,359.29,3,Mar
ORD103276,56,Electronics,35.87,5,Jul
ORD103277,33,Clothing,446.21,4,Jun
ORD103278,50,Electronics,208.53,4,Apr
ORD103279,50,Clothing,230.96,3,Aug
ORD103280,31,Electronics,462.3,3,Sep
ORD103281,34,Home & Kitchen,407.9,2,Jun
ORD103282,41,Clothing,66.2,5,Oct
ORD103283,24,Books,346.5,2,Jul
ORD103284,63,Home & Kitchen,415.15,4,Nov
ORD103285,59,Sports,282.63,4,Sep
ORD103286,65,Home & Kitchen,410.81,1,May
ORD103287,41,Electronics,444.18,5,Feb
ORD103288,29,Home & Kitchen,400.74,2,Oct
ORD103289,54,Clothing,459.27,4,Feb
ORD103290,41,Books,468.07,4,Aug
ORD103291,62,Clothing,308.97,2,Apr
ORD103292,49,Sports,260.39,3,Oct
ORD103293,23,Books,474.65,4,Oct
ORD103294,63,Sports,336.51,4,May
ORD103295,22,Clothing,272.86,3,Jun
ORD103296,22,Home & Kitchen,448.7,5,Aug
ORD103297,55,Sports,182.86,4,Oct
ORD103298,23,Books,148.65,2,Jan
ORD103299,24,Books,187.39,3,Feb
ORD103300,37,Books,492.38,2,Jun
ORD103301,30,Home & Kitchen,81.75,4,Jul
ORD103302,37,Home & Kitchen,308.17,4,May
ORD103303,18,Electronics,350.7,3,Mar
ORD103304,37,Clothing,256.24,5,Jan
ORD103305,65,Sports,327.73,3,Oct
ORD103306,37,Clothing,84.14,5,Mar
ORD103307,41,Clothing,153.27,1,Feb
ORD103308,49,Home & Kitchen,281.96,4,Feb
ORD103309,45,Electronics,161.8,3,Mar
ORD103310,61,Electronics,373.63,3,Feb
ORD103311,49,Home & Kitchen,234.78,1,Jul
ORD103312,52,Books,279.65,4,Aug
ORD103313,57,Home & Kitchen,140.23,4,Sep
ORD103314,45,Home & Kitchen,444.6,1,Mar
ORD103315,19,Home & Kitchen,158.91,3,Oct
ORD103316,47,Sports,385.44,3,Mar
ORD103317,40,Books,229.28,2,Dec
ORD103318,61,Sports,226.14,5,Dec
ORD103319,59,Sports,395.58,5,Mar
ORD103320,35,Home & Kitchen,82.14,2,Jul
ORD103321,64,Sports,369.55,3,Jul
ORD103322,23,Clothing,297.9,3,Jun
ORD103323,41,Clothing,179.74,4,Sep
ORD103324,41,Books,118.74,2,Aug
ORD103325,64,Home & Kitchen,61.01,5,Jan
ORD103326,33,Home & Kitchen,204.67,4,Nov
ORD103327,53,Books,372.49,5,Dec
ORD103328,20,Clothing,173.18,1,Dec
ORD103329,64,Home & Kitchen,413.43,1,Mar
ORD103330,59,Home & Kitchen,347.84,2,Jan
ORD103331,49,Sports,312.11,5,Dec
ORD103332,26,Books,416.79,2,Aug
ORD103333,26,Clothing,126.93,5,Aug
ORD103334,36,Sports,133.26,4,Apr
ORD103335,33,Books,23.15,5,Apr
ORD103336,23,Sports,222.96,4,Jul
ORD103337,60,Books,155.23,4,Aug
ORD103338,48,Electronics,446.45,5,Sep
ORD103339,32,Electronics,417.92,4,Sep
ORD103340,31,Electronics,470.96,4,May
ORD103341,21,Clothing,252.53,2,Nov
ORD103342,18,Sports,389.78,1,Oct
ORD103343,48,Electronics,218.17,1,Dec
ORD103344,29,Books,147.81,4,Sep
ORD103345,36,Sports,261.41,4,May
ORD103346,39,Electronics,327.77,2,Jun
ORD103347,33,Books,260.77,5,Dec
ORD103348,30,Sports,65.85,5,Jul
ORD103349,42,Electronics,405.26,2,Aug
ORD103350,58,Sports,466.82,4,Sep
ORD103351,18,Sports,283.09,4,Aug
ORD103352,56,Sports,342.31,3,Jun
ORD103353,29,Sports,454.2,3,Jul
ORD103354,54,Sports,379.08,5,Mar
ORD103355,32,Home & Kitchen,68.74,3,Oct
ORD103356,27,Clothing,168.23,5,Nov
ORD103357,45,Clothing,372.61,3,Feb
ORD103358,44,Books,103.05,1,May
ORD103359,42,Home & Kitchen,433.92,3,Oct
ORD103360,40,Electronics,131.16,4,Aug
ORD103361,56,Home & Kitchen,106.5,5,Aug
ORD103362,26,Electronics,262.66,2,Jun
ORD103363,28,Books,317.81,1,Jun
ORD103364,27,Clothing,354.18,3,Sep
ORD103365,33,Home & Kitchen,23.96,1,Feb
ORD103366,28,Sports,179.82,3,Apr
ORD103367,45,Clothing,154.52,1,Feb
ORD103368,27,Clothing,32.73,2,Aug
ORD103369,58,Electronics,132.49,3,Jun
ORD103370,21,Clothing,35.26,3,Jul
ORD103371,32,Electronics,276.43,5,Jun
ORD103372,36,Sports,200.8,1,Dec
ORD103373,47,Electronics,132.49,5,May
ORD103374,37,Electronics,272.36,5,Jun
ORD103375,26,Home & Kitchen,229.88,2,Feb
ORD103376,32,Electronics,186.87,4,May
ORD103377,34,Books,70.95,3,Jun
ORD103378,18,Home & Kitchen,413.54,3,Nov
ORD103379,40,Electronics,25.41,3,May
ORD103380,65,Electronics,445.15,3,Feb
ORD103381,38,Books,68.85,5,Mar
ORD103382,27,Home & Kitchen,454.53,5,Jun
ORD103383,51,Home & Kitchen,14.17,2,Aug
ORD103384,31,Electronics,137.85,1,Jan
ORD103385,26,Sports,398.72,1,Jan
ORD103386,29,Books,234.97,2,Apr
ORD103387,33,Home & Kitchen,268.23,3,Feb
ORD103388,48,Clothing,326.21,4,May
ORD103389,62,Sports,122.1,4,Apr
ORD103390,52,Home & Kitchen,173.16,4,Feb
ORD103391,65,Electronics,169.58,4,Jun
ORD103392,43,Clothing,312.47,3,Jul
ORD103393,39,Home & Kitchen,288.68,5,Jun
ORD103394,23,Books,273.39,5,Jan
ORD103395,60,Clothing,303.95,4,May
ORD103396,30,Home & Kitchen,295.01,4,Feb
ORD103397,37,Books,26.77,1,Apr
ORD103398,28,Books,70.83,1,Mar
ORD103399,47,Electronics,321.57,5,Jan
ORD103400,45,Electronics,181.7,1,Oct
ORD103401,47,Home & Kitchen,63.24,1,May
ORD103402,59,Sports,204.0,2,Jan
ORD103403,35,Sports,101.38,2,Sep
ORD103404,63,Clothing,109.59,3,May
ORD103405,25,Electronics,82.3,5,Dec
ORD103406,49,Clothing,295.31,3,Apr
ORD103407,65,Electronics,185.65,4,Feb
ORD103408,23,Home & Kitchen,446.05,4,Nov
ORD103409,28,Books,292.81,4,Dec
ORD103410,21,Books,56.06,1,Jul
ORD103411,39,Books,138.05,4,Jun
ORD103412,47,Books,369.25,3,Aug
ORD103413,33,Electronics,474.52,1,Sep
ORD103414,38,Home & Kitchen,468.36,4,Oct
ORD103415,20,Home & Kitchen,146.17,2,Sep
ORD103416,36,Sports,263.0,1,Aug
ORD103417,40,Books,338.47,1,Mar
ORD103418,40,Clothing,306.55,3,Oct
ORD103419,48,Sports,478.1,3,Sep
ORD103420,24,Home & Kitchen,38.14,1,Mar
ORD103421,57,Home & Kitchen,273.55,2,Jul
ORD103422,47,Clothing,279.06,1,Jul
ORD103423,28,Clothing,27.58,5,Sep
ORD103424,58,Books,362.78,2,Jan
ORD103425,53,Home & Kitchen,230.92,4,Jan
ORD103426,61,Sports,275.56,2,Aug
ORD103427,48,Books,397.32,4,May
ORD103428,27,Electronics,322.19,3,Dec
ORD103429,38,Books,356.28,2,Jan
ORD103430,60,Books,486.89,3,Oct
ORD103431,34,Books,476.76,4,Sep
ORD103432,45,Books,48.89,3,May
ORD103433,56,Sports,84.77,2,Feb
ORD103434,58,Books,427.07,3,Jun
ORD103435,37,Sports,75.97,1,Dec
ORD103436,22,Books,303.34,2,Sep
ORD103437,27,Books,262.08,5,Oct
ORD103438,26,Sports,283.3,1,Jun
ORD103439,55,Books,254.35,1,Dec
ORD103440,35,Sports,89.45,2,Dec
ORD103441,55,Sports,214.65,2,Jun
ORD103442,51,Clothing,61.0,2,Apr
ORD103443,59,Sports,47.16,5,Dec
ORD103444,25,Electronics,375.39,3,Jul
ORD103445,48,Electronics,394.53,5,Jun
ORD103446,24,Clothing,243.67,5,Mar
ORD103447,36,Sports,133.28,5,Feb
